material_id,composition
mp-22302,Zr1 V1 P1
mp-22464,Na1 O3
mp-22469,In1 Ni3
mp-22498,Cr1 Sb2
mp-22585,Ge1 Rh2
mp-22598,In2 O3
mp-22637,Hf1 Nb1 P1
mp-2273,Ag3 Sb1
mp-22752,Fe1 Sn2
mp-2284,Ag1 F2
mp-22901,K1 I1
mp-22919,Ag1 I1
mp-23024,Sr1 Br1 F1
mp-23080,Al1 Bi1 O3
mp-23231,Ag1 Br1
mp-23302,Rb1 I1
mp-23471,K2 Ru1 Cl6
mp-23558,Ag2 Bi1 O3
mp-2399,Y1 Hg1
mp-24292,Sr2 H6 Ru1
mp-2452,P2 O5
mp-24719,Ni1 H1
mp-24728,V1 H2
mp-2500,Al1 Cu1
mp-2554,Al3 V1
mp-2567,V3 Si1
mp-2578,Ni1 Te2
mp-2606,Ba1 Pd5
mp-2639,Na3 N1
mp-2659,Li1 N3
mp-2678,V1 Pt1
mp-2698,Y1 Cu2
mp-27207,K2 Mg1 Cl4
mp-27425,Sr1 H2 O2
mp-2752,Nb3 Au1
mp-2758,Sr1 Se1
mp-27608,Be4 Te1 O7
mp-2767,Ti1 Ga1
mp-27710,Cr1 B4
mp-2775,Sr1 Al4
mp-27848,Ti1 I1 N1
mp-2786,Ca5 Zn3
mp-28024,Y1 Si1 Pd2
mp-28049,Ba1 Br1 Cl1
mp-28163,K2 Pd1 F4
mp-28230,Tl1 Sb1 S2
mp-28364,Rb2 Cd1 O2
mp-28567,Li1 Bi1 F4
mp-28630,Na3 B1 N2
mp-28698,Na4 Ir1 O4
mp-28810,Na2 C1 S3
mp-28884,Cs1 Fe2 As2
mp-29076,Fe1 W1 N2
mp-292,V3 As1
mp-29400,Cs1 Fe1 Cl3
mp-2960,Hf1 Sn1 Rh1
mp-29733,Mg1 Ni1 Bi1
mp-30004,Rb4 Br2 O1
mp-30349,Li2 Ag1 Pb1
mp-30364,Ba1 Au5
mp-30366,Ca3 Au1
mp-30383,Hf2 Au1
mp-30591,Li2 Cu1 Sn1
mp-306,B2 O3
mp-30648,Li1 Mg2 Ga1
mp-30650,Mg2 Ga1
mp-30737,Y1 Mg1 Ag1
mp-30798,Nb1 Zn2
mp-30882,Ti1 Zn2
mp-30981,Te1 H6 O6
mp-3164,Ba1 S1 O4
mp-3208,Zr1 Ge1 Te1
mp-328,Zr2 Ni1
mp-33588,Ca2 N1 F1
mp-3427,Li1 Al1 O2
mp-3470,Mg1 Si1 O3
mp-3521,Na1 B1 F4
mp-363,Nb1 Ge2
mp-3736,Zr1 Al1 Cu2
mp-37501,In10 Sb9 Te1
mp-3762,V1 Cu3 S4
mp-3791,Sc1 Co2 Sn1
mp-3804,Sr1 P2 Ru2
mp-3807,Al2 Cd1 Se4
mp-381,Si1 Ru1
mp-3821,K2 Pt1 F6
mp-3829,Cd1 Sn1 As2
mp-4120,Ca1 Cu1 As1
mp-4238,Mn1 Fe1 As1
mp-4253,V1 Cr2 C2
mp-4370,Sr1 As2 Pd2
mp-4428,Ca1 Si1 O3
mp-4533,Na2 Si1 O3
mp-4656,Y1 Al8 Fe4
mp-486,Ni1 P2
mp-5019,Y1 Co3 B2
mp-5063,Y1 Al3 Ni2
mp-507,Si1 Ni2
mp-5075,Sc3 Co1 C4
mp-5078,Sr1 Zn1 F4
mp-510281,Fe1 Cu1 O2
mp-510311,Ba1 Zn1 Pb1
mp-510437,In3 Pd2
mp-510441,Y1 In1 Pt2
mp-5122,Na3 Al1 P2
mp-5190,Zn1 Sn1 As2
mp-530274,Al23 B50
mp-5350,Zn1 Ga2 S4
mp-540809,Zr2 Fe12 P7
mp-5443,Nb2 Sn1 C1
mp-545482,Pd1 Se1 O3
mp-546546,Si1 O2
mp-546898,Sr2 Cu1 Br2 O2
mp-5473,Ca1 Mg1 Si1
mp-548,Nb1 Cr2
mp-5495,Ag2 Pd1 O2
mp-554089,Si1 O2
mp-556125,Na2 B1 H1 O3
mp-557668,Mn1 Pt1 F6
mp-558046,K1 Mn1 F3
mp-558125,Ba1 Ti1 O3
mp-558798,Bi1 P1 O4
mp-558838,Ni1 Pt1 F6
mp-559492,Tl1 Ni2 S2
mp-560023,Ni1 Sn1 F6
mp-560203,Si1 O2
mp-560562,Rb2 Cr1 F6
mp-561075,Na2 Cd1 Sn1 S4
mp-561442,Y2 Hf2 O7
mp-567313,Te1
mp-567412,Y5 Sn3
mp-567618,Si5 Pt12
mp-567629,Cs1 Pb1 Br3
mp-567655,Sr2 C1 N2 Cl2
mp-567771,Ba1 Si6 N8
mp-567929,Al13 Os4
mp-567996,Nb5 Si3
mp-568466,Li1 In1 Sn1
mp-568673,Y1 Si2 Ru2
mp-568827,Be12 W1
mp-569270,V3 B4
mp-569423,Ga1
mp-569567,C1
mp-569568,Ta3 Al1 C2
mp-569600,Ge3 As4
mp-569708,Ti1 Pt3
mp-570491,Ta1 Ni3
mp-570553,Fe1 P4
mp-570558,Rb2 Nb1 Cl6
mp-570769,Ca1 In1 Cu4
mp-570837,Cs1 As2 Ru2
mp-571039,Ca1 Al1 Pd1
mp-571059,Y1 Cd3
mp-571126,Ti2 B1 Rh6
mp-571438,Be12 V1
mp-572283,Si1 O2
mp-574025,Hf1 In1 Au2
mp-5794,Zn1 Ga2 O4
mp-603930,Mg1 Si1 O3
mp-604516,Y2 Al1 Ni2
mp-6074,K1 Rb2 Ti1 F6
mp-610706,Cs2 Co1 F6
mp-618309,Bi2 Au1 O5
mp-625094,Cd1 H2 O2
mp-626620,Rb1 H1 O1
mp-631555,Mn1 V1 Ni1
mp-635,Sc1 Rh3
mp-645159,Fe1 Bi1 O3
mp-6493,Ca1 Mg1 Si1 O4
mp-676416,V2 C1 N1
mp-676861,Al1 Sb1 O4
mp-680932,Os1 Pb1 O3
mp-6912,Mn2 Sb1
mp-6915,As2 Pd1 O6
mp-695998,K2 Zn1 H4
mp-6961,Sr1 Sb2 Pd2
mp-7000,Si1 O2
mp-7038,Tl1 Pd2 Se3
mp-7080,Li5 Ni3 N3
mp-7130,Sc1 Ru3 C1
mp-717,B2 O3
mp-7219,Na2 Zr1 Se3
mp-723,Cr23 C6
mp-7288,Sc2 S1 O2
mp-733,Ge1 O2
mp-7426,Ba1 Zn2 P2
mp-753722,Li1 Cu1 S2
mp-754262,Zn2 As2 O7
mp-754311,Mg1 Re2 O8
mp-754333,Ti1 O1
mp-754495,Nb1 N1 O1
mp-754588,Zr1 Bi1 O4
mp-754727,Li1 Ni1 S2
mp-754826,Cs1 Sc1 O2
mp-755287,Ca3 Cd1 O4
mp-755302,Ti1 Nb1 O4
mp-755328,Zr1 Sn2
mp-755378,Na1 Pd1 O2
mp-755920,Ti3 N1 O4
mp-7565,Sb1 Ru1
mp-758104,Mn11 Pd21
mp-758302,Li1 Ag1 F2
mp-7586,Ni3 C1
mp-758933,B8 O1
mp-7604,Mg3 N1 F3
mp-760492,Na4 Pt1 O4
mp-761036,Cd1 Se1 O4
mp-761390,Ta1 Fe1 O4
mp-7622,K1 S1 O4
mp-763,Mg1 B2
mp-7631,Si1 C1
mp-768479,Y1 Sc1 O3
mp-772099,Cd1 Cu2 O4
mp-774092,Na3 Co1 O3
mp-775331,Li1 V1 O2
mp-776083,Hf1 Sn1 O3
mp-776165,Ag1 Au1 O3
mp-776532,Hf1 O2
mp-776896,Nb2 O5
mp-780880,Rb2 Co1 O3
mp-7891,Mg3 As2
mp-7897,K3 P1
mp-7907,Al2 Zn1 Se4
mp-7917,Hf1 Ge1 Se1
mp-8090,Cu2 P2 O7
mp-8110,Al1 B1 O3
mp-8249,Tl1 P1 S3
mp-8253,Na5 Re1 O6
mp-8282,Ti2 N1
mp-829,Al1 Pd1
mp-8415,K2 Hf1 F6
mp-8543,Na3 Al1 As2
mp-861616,Li1 Sc2 Ir1
mp-861937,Ba2 As1 Au1
mp-862374,Cd1 In1 Pd2
mp-862548,Sc2 Al1 Zn1
mp-862589,Re3 Pt1
mp-862703,Sc2 Ag1 Au1
mp-862778,Al1 Si1 Ru2
mp-8640,Hf1
mp-864631,Li1 Nb1 Rh2
mp-864715,Hf1 In1 Co2
mp-864784,Li1 Sn1 Rh2
mp-864857,Nb1 Zn1 Co2
mp-864907,Mg1 Zr1 Pd2
mp-864944,Mn1 Be2 Pt1
mp-864969,Mg2 Pd1 Rh1
mp-864997,Li1 Si1 Pd2
mp-865051,Na1 Ca2 Tl1
mp-865091,Hf1 Mn1 Rh2
mp-865179,Hf2 Fe1 Os1
mp-865186,Mg1 Ga1 Ir2
mp-865425,Zn1 Pd3
mp-865471,V1 Ga1 Tc2
mp-865495,V2 Cr1 Tc1
mp-865656,Ti1 Mn2 W1
mp-865713,Li2 Tl1 Bi1
mp-865731,Li2 Hg1 Pd1
mp-865863,Li2 Tl1 Pd1
mp-865872,Li1 Zr2 Re1
mp-865877,Ti2 Re1 Pt1
mp-866104,Ca1 Cd1 Hg2
mp-866154,Ti1 Be1 Ir2
mp-866219,Hf1 Sn1 Ru2
mp-867148,Li1 Hf1 Rh2
mp-867275,Be1 V1 Os2
mp-867744,Li1 Ti3 O4
mp-867761,Sc2 Co1 Ru1
mp-867799,Ca2 Bi1 Au1
mp-867802,Sc2 Cu1 Os1
mp-867924,Li1 Cd1 Pd2
mp-873,V1 Pd3
mp-8830,Na1 Rh1 O2
mp-8895,Ca2 B4 Rh5
mp-8938,Si2 Mo1
mp-8978,Cs1 Nb1 N2
mp-8994,Rb2 Nb1 F6
mp-8995,Cs2 Nb1 F6
mp-9029,Ca3 V1 N3
mp-903,Zr1 Cr2
mp-9069,K2 Na1 Al1 As2
mp-9262,Cs2 Pt1 F6
mp-9270,Sb1 Ir1 S1
mp-9385,Rb1 Au3 Se2
mp-950995,Li6 P1 S5 I1
mp-961680,Nb1 Al1 Pt1
mp-961686,Hf1 Si1 Ni1
mp-971682,Si3 N2
mp-972327,Zr2 Co1 Os1
mp-972337,Ti2 Ir1 W1
mp-972941,Na1 Bi3
mp-973143,Sc1 Zn3
mp-973374,Li1 Mg2
mp-973884,Ni3 Hg1
mp-974799,Rb3 Sr1
mp-9761,Re1 O3
mp-976765,Na3 Au1
mp-976784,Ni1 Au3
mp-977165,Li3 Co1
mp-977353,Ta2 Re1 Mo1
mp-977545,Zr1 Tc2 W1
mp-977547,Mg1 Zn1 Rh2
mp-978009,Hg1 Os1
mp-978265,Mg2 Zn1 Pd1
mp-978851,Sr1 As1 O3
mp-978856,Sr1 H3
mp-984729,Ba1 Sr3 O4
mp-985295,Ag3 P1
mp-985584,Na3 P1 S4
mp-989399,Ca6 Al2 N1 F1
mp-989566,Rb2 In1 Ga1 F6
mp-989609,Y1 W1 N3
mp-989642,Cs2 Na1 Al1 H6
mp-9942,Ti2 Fe1 S4
mp-996161,Nb3 Al1 C2
mp-996964,Cd1 Ag1 O2
mp-996981,Tl1 Au1 O2
mp-996987,Li1 Cu1 O2
mp-997009,Ba1 Au1 O2
mp-997037,Cd1 Au1 O2
mp-997042,Tl1 Cu1 O2
mp-998552,Ba1 Hf1 O3
mp-998893,Y1 C1
mp-998965,Ti1 In1 Fe2
mp-998971,Ti1 Fe1 Co1 Si1
mp-998974,Ti1 Fe1 Co1 As1
mp-999257,Sc2 Mn1 C1
mp-999495,Na3 N1
mvc-15605,Al1 W1 O3
mp-10003,Nb4 Co1 Si1
mp-10025,Si1 Ru2
mp-10027,Ti1 Se1
mp-10049,Mn1 As1 Ru1
mp-1006882,Cd1 C1
mp-1007637,K1 Na1 H2
mp-1007852,Fe1 Co3
mp-1008282,Cr3 Fe1
mp-1008349,Co3 Ni1
mp-1008487,B1 W1
mp-1008488,Bi1 Pd1
mp-1008526,B2 C1 N1
mp-1008528,B2 As1 P1
mp-1008556,Al1 Ga1 N2
mp-1008805,Re1 C2
mp-1008826,Os1 N2
mp-1009078,Co1 N1
mp-1009538,Pd1 C1
mp-1009695,Ca1 B2
mp-10118,Mn3 B4
mp-1013582,Ba3 Sb2
mp-1013714,Ba3 Sb1 As1
mp-1013733,Ca3 Bi1 Sb1
mp-10149,In1 Sb1
mp-1016850,Ba1 Rh1 O3
mp-1016877,Hg1 Rh1 O3
mp-1016880,Zn1 Rh1 O3
mp-1017446,Hf1 Cd1 O3
mp-1017467,Ca1 Mn1 O3
mp-1017534,Zn1 Cd1 Se2
mp-1018013,Ti2 In1 Ni1
mp-1018072,K1 Ti1 S2
mp-1018089,Ca1 Zn1 Se2
mp-1018100,Al1 Sb1
mp-1018132,Al1 Bi1
mp-1018154,Hf2 Hg1
mp-10183,Mg1 Sb1 Pd1
mp-1018709,Hf2 Ga1 Sb3
mp-1018717,Hf1 Sb2
mp-10204,Mn1 Se1
mp-1021672,Sr2 Cu1 C1 N2 O2
mp-1023127,Ba4 Cu3 Pb1 O9
mp-10240,Sc1 Ni1 P1
mp-1025185,Cs2 Ca1 Cl4
mp-1025193,Hf1 Ga5 Co1
mp-1025248,Tl1 Pd5 Se1
mp-1025441,Ta2 Al1 C1
mp-10281,Zn1 S1
mp-1029312,Rb1 V1 N2
mp-1029368,Mg2 V1 N3
mp-1029595,Na3 Os1 N2
mp-1029699,Cs2 C1 N2
mp-1029719,Ca3 Mo1 N3
mp-10366,Nb2 Co3 Si1
mp-10373,Cr3 Pd1 N1
mp-1039055,Mg3 Cd1
mp-10469,Nb1 Si1 Pt1
mp-10687,Li1 Cd1 P1
mp-10755,Ti1 Fe1 Sb1
mp-10850,Sb1 Te1 Pd1
mp-10873,Sc1 Al1 Au2
mp-10876,Ca3 Al7 Cu2
mp-10924,Mg1 Co6 P4
mp-1097,Ta1 B1
mp-10985,Rb1 Cu3 S2
mp-11023,Sc1 Au1 O2
mp-11236,Mg1 Zn1 Ag2
mp-11329,P2 W1
mp-1138,Li1 F1
mp-11411,Sc1 Ga1
mp-11457,Hf1 Rh1
mp-11520,Y1 Ni1 Sb1
mp-11583,Zr2 S1 N2
mp-11621,Zn1 Ni1 Sb1
mp-1169,Sc1 Cu1
mp-11771,Co1 Cu2 Sn1 Se4
mp-11808,Sc1 Ni4 Sn1
mp-11869,Hf1 Sn1 Pd1
mp-11919,Sr1 Be2 N2
mp-11957,Ca1 Sn2 Ir1
mp-12087,Cu2 S1
mp-1235,Ti1 Ir1
mp-12359,Ag1 Sb1 Te2
mp-124,Ag1
mp-12480,Sc1 P1 Pt1
mp-12571,Hf1 Be1 Si1
mp-12605,Re1 Si2
mp-12752,Zr4 Al3
mp-12761,Be1 Au2
mp-12778,V1 Os1
mp-1299,Si1 Pt2
mp-13079,Mn2 Al1 Co1
mp-13117,Cu1 N1
mp-133,Sb1
mp-1330,Al1 N1
mp-1345,Ca1 P1
mp-13456,Zn1 S1
mp-13503,Sc1 Zn2
mp-136,Fe1
mp-13682,Pd1 S2
mp-1378,Li1 C1
mp-13801,Tl2 Pt2 O7
mp-1431,Mn1 Si1
mp-1462,Sn2 Au1
mp-1479,B1 P1
mp-14793,Mg2 Si1 Pt1
mp-14797,Rb1 Pt2 Se3
mp-15226,Cr1 W1 N2
mp-1557,Mg3 Au1
mp-15607,Ca1 B2 C2
mp-15649,As2 Ir1
mp-15896,Cu2 Si1 Se3
mp-15951,Be1 F2
mp-1598,Na3 P1
mp-16220,Si1
mp-1630,Zr3 Hg1
mp-1648,Al12 Re1
mp-165,Si1
mp-16524,Sc1 Al1 Pd2
mp-169,C1
mp-1777,Li15 Ge4
mp-1778,Be1 O1
mp-1783,Mn1 S1
mp-1791,Al5 Rh2
mp-1808,Ti2 Ni1
mp-1814,Ba1 Ag5
mp-18778,Zr1 W2 O8
mp-18816,Fe2 Si1 O4
mp-18875,Mg1 W1 O4
mp-189,Si1 Ru1
mp-190,Re1 O3
mp-19017,Li1 Fe1 P1 O4
mp-1903,Ba1 Al4
mp-1907,Ti1 Te2
mp-19086,Ba1 Co1 O2
mp-19138,Ba1 Ni1 O3
mp-1914,Y1 Ga2
mp-1915,Fe2 B1
mp-19292,Co1 As2 O6
mp-19330,Ca1 Mo1 O4
mp-19331,Mn1 Ni1 O3
mp-1944,Co1 P3
mp-19734,Mg1 Pb1 F6
mp-19904,Zr1 Ni2 Sb1
mp-20066,C1 O2
mp-20097,Pt3 Pb1 C1
mp-20202,Mg1 Sn4 Ru1
mp-20211,Mn3 Si1
mp-20249,Mn1 Co1 P1
mp-20310,Li1 In1 Se2
mp-20315,Ti2 In1 C1
mp-20335,Mn1 Nb1 P1
mp-20337,Zr1 Pb1 O3
mp-20351,In1 P1
mp-20563,Ba1 Co2 As2
mp-2058,Ni3 B1
mp-20581,Ca3 In1
mp-20586,V1 Co2 Si1
mp-20648,V2 C1
mp-20862,Co1 Se2
mp-20928,Sb2 Ru1
mp-20935,Zr1 Sn1 Ir1
mp-2108,Ti5 Si3
mp-21211,In1 Fe1 Co2
mp-21215,In1 Pd1
mp-21316,Ta1 Si1 Ir1
mp-214,Zr1 Ru1
mp-21418,Mn1 Sn1 Pt1
mp-21467,Ti1 Co2 Sn1
mp-21521,Cs2 Pb1 O3
mp-22033,Ti5 Sb3
mp-2211,V3 Pt1
mp-22191,Hf1 Fe1 Ge1
mp-22309,Co1 Se2
mp-22493,Y1 In1 Au2
mp-22580,Zr1 Ga1 Ni2
mp-22617,Y1 Ni1 Sn1
mp-22619,Ni1 P2
mp-22725,Ti1 In1 Cu2
mp-22862,Na1 Cl1
mp-2291,Si2 Ni1
mp-22934,K2 Pt1 Cl4
mp-23163,Cs1 Bi2
mp-2318,Nb2 C1
mp-23222,Li3 Bi1
mp-2323,Be1 Cu1
mp-23752,Cs2 Mg1 H4
mp-2379,Co1 Si2
mp-23803,Ga1 H1 O2
mp-23807,Al1 H1 O2
mp-2385,Ta1 Cr2
mp-2398,Sc1 Sn2
mp-2469,Cd1 S1
mp-2472,Sr1 O1
mp-25317,Li3 Cu2 O4
mp-25542,Li1 Mn1 O2
mp-2557,Zr2 Al1
mp-25886,Cu1 P1 O4
mp-259,Al1 Mo3
mp-260,Cr1 B1
mp-2600,Ba1 Te1
mp-2633,Ge1 O2
mp-2685,Hg1 Pd1
mp-27148,Be1 P2
mp-27381,Cs1 Sn1 I3
mp-2741,Ca1 F2
mp-2750,Cr2 Te3
mp-27678,Y2 Cl3
mp-27793,Nb2 Se1
mp-27837,Na1 H1 F2
mp-27863,Al1 Cl1 O1
mp-28056,P2 Rh3
mp-2809,Sb2 S3
mp-28323,Pd2 Cl2 O1
mp-291,Ti1 Os1
mp-29208,Ca1 Mg2 Bi2
mp-29374,K1 Ga1 Sb4
mp-29638,Bi1 Te1 Pt1
mp-29666,Bi2 Te2 Se1
mp-29750,Cs1 Mg1 Br3
mp-29752,Ni1 Ge1 Pt2
mp-29973,Sr1 N1
mp-30019,Zr1 Cu2 Te3
mp-30028,Y1 Si2 Rh3
mp-30251,Y1 Au1 O2
mp-303,Ba1 Zn5
mp-30352,Na1 Ag2
mp-30437,Ca1 Sn1 Pd1
mp-30472,Ca2 Ga1 Cu2
mp-30481,Ca1 Pt5
mp-30533,K1 Pt2 S3
mp-30555,Ta1 Ga1 Co2
mp-30563,Zr1 Co1 Sn1
mp-30599,Ti2 Cu3
mp-30657,Ti1 Ga1 Ni2
mp-30788,Sn1 Mo3
mp-30867,Sc1 Ru1
mp-31160,Ca1 Zn1 Sn1
mp-31169,Sc1 Al1 Ag2
mp-31205,Zr3 Fe1
mp-31297,Sc1 In1 Pt1
mp-31502,Sc1 Cd7
mp-3241,Sr1 Cu2 Ge2
mp-3472,Pb1 S1 O4
mp-36,Sc1
mp-3657,Ti1 Co2 Si1
mp-3677,Mg1 Si1 N2
mp-372,V1 Pt3
mp-38280,Li1 Ti1 O2
mp-4056,Ca1 Sc2 O4
mp-4112,Tl2 S1 O4
mp-4368,Sb1 Pd1 Se1
mp-441,Rb2 Te1
mp-4438,Ca1 Sn1 O3
mp-4549,Sr1 Si1 N2
mp-4556,Li2 S1 O4
mp-4586,Li1 Al1 Te2
mp-4608,K1 P1 F6
mp-4824,Na1 Zn1 P1
mp-4867,Ca1 Al4 O7
mp-4899,Ga1 Ag1 Te2
mp-5000,Tl1 Cu2 Se2
mp-501,Ta1 Se2
mp-5025,Zr2 C1 S1
mp-504659,Hf2 P1
mp-504908,In2 Te1 O6
mp-505198,Cs1 Cu4 Se3
mp-5129,Y1 Co2 Si2
mp-5175,Na1 In1 O2
mp-522,Cu1 Au1
mp-5221,Hf1 Al1 Co2
mp-540584,K2 Pd1 O2
mp-5407,Ti1 Al1 Co2
mp-540783,Os1 O4
mp-541014,Cs3 Sb2 I9
mp-541431,Ca2 Si1 H2 O5
mp-541487,Tl1 Pt2 Se3
mp-541989,Na2 C1 N2
mp-542112,Ca1 Zr1 O3
mp-542429,Mg3 Rh1
mp-542496,Ca6 Ag16 N1
mp-542595,Ge2 W1
mp-542812,Ga1 Te1
mp-5456,Sr2 Cu1 O3
mp-545756,Zn1 S1 O4
mp-5492,Sr1 Al2 O4
mp-550306,Y1 Cu2 Bi2 Se2 O4
mp-550908,Sr1 Hf1 O3
mp-551873,Ca4 Bi2 O1
mp-553961,Sc1 Nb1 O4
mp-554355,Ca1 F2
mp-555599,Cu1 S1
mp-556417,Rb2 Ni1 F6
mp-556777,Li2 C1 O3
mp-557533,Cs2 Tl1 V1 F6
mp-557862,Ba1 Ag2 Hg2 O4
mp-558050,Rb2 Na1 Mn1 F6
mp-558781,Sc1 Ta1 O4
mp-5597,Ca1 Fe2 P2
mp-559976,Ta2 C1 S2
mp-560037,Rb2 Na1 Bi1 F6
mp-560399,Na1 Mg1 F3
mp-560936,Rb2 Na1 Cr1 F6
mp-561419,V2 Fe1 S4
mp-561536,Na1 Mg1 B1 O3
mp-561598,Ba1 Pb1 O3
mp-566131,K1 Cr1 F3
mp-5676,Mn1 Sb1 Pt1
mp-567617,Rh1 N2
mp-567832,Ti1 Te1
mp-567981,Cr1 Ga1 Co2
mp-568404,Li9 Al4
mp-568671,V5 Si3
mp-568908,Ti1 As1
mp-569114,Ba1 Ag2 Sn1 Se4
mp-569250,V1 Ir1
mp-570002,C1
mp-570008,Sr3 Bi1 N1
mp-570293,Nb5 Ga3
mp-570428,Sc3 In1
mp-570578,Zr1 In3
mp-570923,Y1 Re2
mp-571264,Ca5 Au4
mp-571420,Ba1 Ni2 P4
mp-571499,Ta1 Ir1
mp-571622,Be12 Pt1
mp-573316,Cs1 Pt2 Se3
mp-576,B13 C2
mp-5853,Li1 Si2 N3
mp-604884,B1 N1
mp-620290,Sr2 Tl1 Cu1 O5
mp-622497,V3 O5
mp-627439,Mn3 Ga1 N1
mp-629015,B1 N1
mp-631425,Fe1 Tc2 Cl1
mp-631479,Ca1 Hf1 Be1
mp-631527,In2 Ge1 B1
mp-632311,Ta2 H1
mp-634431,K1 H1 C1 O3
mp-634859,Ca1 O2
mp-639659,In1 Cu1 Pt2
mp-639910,Y1 Sn6 Ru4
mp-643273,Na1 H2 Pd3
mp-643279,K2 H6 Pt1
mp-656887,Ni3 O4
mp-669917,Zr1 Rh1
mp-672299,Y1 In1 Ni1
mp-674478,Ba1 C1 O3
mp-675477,Sn4 Bi2 Se7
mp-685055,Cr1 Te2
mp-6997,Sb2 Te1
mp-7090,Na1 Mg1 Sb1
mp-715262,Fe1 O1
mp-7191,Sr3 Ga1 N3
mp-722913,Hf3 Zn3 N1
mp-725,Rh1 O2
mp-7263,Ca1 Ga1 N1
mp-743,Rb1 N3
mp-7469,Na1 Cu1 O1
mp-752826,Al2 O3
mp-752947,Na1 Ti1 S2
mp-753,Zn1 Sb1
mp-753081,Li3 Cu4 O4
mp-753257,Li1 Cu1 F4
mp-753360,Bi1 O1 F1
mp-753712,Y1 I1 O1
mp-754,Te2 Rh1
mp-754213,Li2 Zr1 Cu1 O4
mp-754326,Na1 Ag1 O2
mp-754352,Na3 Cu1 O2
mp-754375,Na1 Ti2 O3
mp-754624,Al2 O3
mp-754711,Nb2 Pb2 O7
mp-754752,Nb1 N1 O1
mp-754839,Sn1 Bi1 O4
mp-755313,Sc2 O3
mp-756063,Rb1 Nb1 O3
mp-756134,Zr1 Se1 O1
mp-756187,Li2 Fe1 S2
mp-756235,Ba3 Sr1 I8
mp-7599,Be1 O1
mp-759943,Al2 O3
mp-7603,Li2 Ti1 F6
mp-760415,Li3 Sb1 S4
mp-761315,Mn1 Fe1 O4
mp-761341,Ti1 V1 O4
mp-765499,Li3 V1 F6
mp-768240,Ba1 Y2 F8
mp-775909,Zr1 O2
mp-778,Fe2 P1
mp-779545,Na3 Cu1 O2
mp-7921,Mg1 Pd1 F6
mp-7936,Li1 Nb1 S2
mp-796,Nb3 Al1
mp-7986,Ca1 Sn1 O3
mp-8046,Ta4 N5
mp-8074,Ta1 Sn1 O3
mp-8211,Ga1 Ge1 Te1
mp-8224,Ca1 Sn1 F6
mp-8389,Na6 Zn1 S4
mp-846,Hf2 Al3
mp-8608,K1 Cu4 As2
mp-8612,Sb2 Te1 Se2
mp-862339,Sc2 Ga1 Ag1
mp-862360,Sc2 Ni1 Ir1
mp-862363,Sc2 Pd1 Pt1
mp-862364,Sc2 Os1 Pt1
mp-862366,Sc2 Tl1 Ag1
mp-862367,Sc2 Ni1 Ru1
mp-862446,Ta1 Al1 Ru2
mp-862713,Be1 Ge1 Ru2
mp-862745,Sr2 Li1 Pt1
mp-8643,Os1
mp-864794,Zn1 Ag3
mp-864889,Zr1 Zn3
mp-864909,Hf1 Al1 Ru2
mp-864941,Mg1 Sc2
mp-864971,Mn1 Sn1 Ru2
mp-864976,Mg2 Ag1 Ir1
mp-864990,Mn2 Al1 W1
mp-865130,Hf2 Mo1 Rh1
mp-865150,Mg1 Cd1 Au2
mp-865385,V3 Re1
mp-865525,Y1 Cd1 Hg2
mp-865603,Y2 Ir1 Rh1
mp-865649,Ti2 Tc1 Rh1
mp-865747,Y2 Mg1 Ge2
mp-865786,Cr1 Pd3
mp-866033,Al1 Zn1 Rh2
mp-866062,Hf1 Si1 Ru2
mp-866143,Ti1 Be1 Rh2
mp-866376,Ti1 Mn2 Ge1
mp-866522,Ca2 Sn1 S4
mp-8666,Cs1 Ag1 O1
mp-867121,Li1 Y2 Pt1
mp-867226,Li3 In1
mp-867252,Li1 Zn2 Ni1
mp-867270,Be2 Co1 Pt1
mp-867351,Tc1
mp-867794,Sc2 Cu1 Ir1
mp-867834,Li1 Hf1 Pt2
mp-867927,Li1 V1 Ir2
mp-8752,Na4 Cd1 P2
mp-8939,Si2 W1
mp-900,Rh1 Se1
mp-9060,Rb1 Pd1 F3
mp-910,Nb1 C1
mp-924128,Hf1 Ni1 Sn1
mp-947,Au2 S1
mp-9472,Li1 Ag2 Ge1
mp-9486,K2 Al1 F5
mp-9587,Ta1 Mo1 N1
mp-960,B2 Mo1
mp-961697,Sc1 Ge1 Au1
mp-9672,K2 Ni1 P2
mp-971948,Zn3 Co1
mp-9721,Ca3 Ge1 O1
mp-972845,Si1 Mo1
mp-972869,Sc2 Ga1 Pt1
mp-972961,Sc2 Ni1 Rh1
mp-973896,Ni3 I1
mp-974395,Pt3 Rh1
mp-974565,Re1 P3
mp-975882,Li3 Cu1
mp-975905,Mo3 I1
mp-976139,Li3 Mg1
mp-976256,Li3 Mg1
mp-976271,K1 Ti2 F7
mp-976280,Li1 Br1
mp-977310,Os1 Au3
mp-977382,Ta2 V1 Ru1
mp-9778,K2 Ag1 P1
mp-978490,Si1 Pd1 O3
mp-978534,Si1 Ge1
mp-979294,Sr1 Ag1 O3
mp-981367,Sr1 Tl1 O3
mp-982070,V1 Ir1
mp-983123,Hf1 Mg1 Au2
mp-984351,Cu1 Ag3
mp-984718,B1 As1
mp-985281,Cs1 Ir1
mp-985825,Al3 Cu1
mp-989512,Li1 Tl2 In1 Cl6
mp-989586,Sr1 Tc1 N3
mp-9907,Sr1 As3
mp-9927,Mg1 Rh1 F6
